k,theta,sigma,v0,rho,T,Strike,Price
0.116375,0.220575,0.783933,0.349108,-0.142610,1.464771,1.221560,0.393884
0.309524,0.035715,0.361500,0.021100,-0.948569,0.590963,1.300280,0.300280
0.305961,0.594481,0.837591,0.166223,-0.379615,1.160979,0.735000,0.072446
0.411099,0.201062,0.104000,0.596299,-0.445352,0.884979,0.850760,0.179987
0.067865,0.299575,0.177260,0.428187,-0.891544,1.484896,0.925720,0.253622
0.373083,0.799408,0.884022,0.704055,-0.938569,0.764229,0.949160,0.235348
0.256956,0.149159,0.111228,0.534995,-0.101425,0.793171,0.970600,0.228254
0.113306,0.334888,0.420009,0.388924,-0.856993,1.424904,0.807000,0.167218
0.470400,0.020784,0.039353,0.186289,-0.162805,0.632171,1.117080,0.201543
0.434760,0.059573,0.507128,0.514060,-0.831253,1.533196,0.910120,0.225299
0.840264,0.111713,0.159243,0.638643,-0.428719,0.758671,1.204120,0.377533
0.910554,0.135255,0.741264,0.262129,-0.630382,0.472513,1.049720,0.152105
0.894318,0.090304,0.459014,0.574969,-0.177952,0.806971,0.677000,0.073232
0.698595,0.078453,0.475845,0.289858,-0.856598,1.017229,0.851560,0.110599
0.479607,0.170410,0.357837,0.521802,-0.646816,0.126171,1.342040,0.357732
0.157659,0.053885,0.416742,0.333545,-0.394960,0.397954,1.100040,0.200982
0.081726,0.511769,0.365658,0.365066,-0.766508,0.255354,1.103080,0.182115
0.251312,0.631296,0.892833,0.542816,-0.385456,0.388754,1.291640,0.372809
0.609099,0.213939,0.376646,0.259363,-0.249925,1.986296,0.860440,0.180628
0.924018,0.347054,0.597021,0.622053,-0.283882,0.456221,1.003480,0.199996
0.251808,0.546529,0.118751,0.149317,-0.452380,1.145838,0.827640,0.100598
0.010247,0.307159,0.558906,0.095201,-0.176764,0.547071,1.182680,0.210921
0.568013,0.524251,0.986091,0.170963,-0.468913,1.887971,0.964120,0.234383
0.132513,0.621974,0.373974,0.182102,-0.138551,1.018763,1.024360,0.191961
0.776607,0.430557,0.028860,0.228080,-0.578605,0.132112,0.778120,0.005631
0.498615,0.059336,0.220326,0.591875,-0.446836,0.891113,1.028360,0.273169
0.435354,0.076242,0.372885,0.699315,-0.951638,0.730879,1.037480,0.275299
0.816801,0.292860,0.429612,0.561381,-0.222799,0.323396,1.276520,0.353094
0.242403,0.575522,0.671469,0.297995,-0.829075,1.354562,1.071800,0.270784
0.108456,0.730678,0.028563,0.346738,-0.581674,1.067254,0.803560,0.136545
0.097565,0.367831,0.291605,0.252964,-0.187654,0.276629,1.092280,0.161529
0.863429,0.753113,0.319325,0.719697,-0.637213,1.588588,1.091080,0.463109
0.742155,0.192372,0.674636,0.553086,-0.919264,0.805629,0.724040,0.098901
0.475251,0.391294,0.293685,0.304236,-0.366053,1.719304,1.391560,0.564769
0.869073,0.413493,0.053511,0.201931,-0.007969,1.518629,0.736280,0.118318
0.394665,0.292386,0.530888,0.458839,-0.616324,0.423063,1.351400,0.411367
0.800069,0.428029,0.649194,0.425738,-0.725719,1.596446,0.919000,0.246821
0.084200,0.143155,0.500792,0.657050,-0.593257,1.507129,1.019720,0.358660
0.628206,0.227764,0.264183,0.287409,-0.861052,0.627763,1.179720,0.275216
0.826304,0.685332,0.959262,0.057045,-0.455846,1.200654,1.047240,0.237749
0.356154,0.161325,0.343185,0.668426,-0.821750,0.183479,1.008680,0.141152
0.685131,0.079639,0.310713,0.498813,-0.172210,1.840629,0.631720,0.097825
0.997673,0.468398,0.232008,0.283380,-0.349717,1.801721,0.606520,0.104122
0.815415,0.670164,0.773636,0.393664,-0.569002,1.385421,1.343080,0.532955
0.808881,0.613521,0.864123,0.421946,-0.895207,1.773162,1.228680,0.461551
0.830958,0.463974,0.257054,0.272162,-0.701464,0.855079,1.392120,0.480481
0.885606,0.756194,0.826701,0.290253,-0.344371,1.012054,0.794200,0.141105
0.618405,0.080270,0.659985,0.433480,-0.133402,1.605263,0.882840,0.187543
0.117761,0.602935,0.605634,0.571335,-0.413671,1.184746,1.026840,0.316830
0.093210,0.141496,0.931839,0.211569,-0.688396,1.132804,0.808120,0.082446
0.171618,0.069290,0.843729,0.782660,-0.397435,1.732913,1.093480,0.423899
0.043215,0.110686,0.824325,0.080903,-0.704632,1.492946,0.849400,0.050465
0.721464,0.402828,0.813237,0.734154,-0.759281,0.629104,1.170760,0.344932
0.532076,0.657919,0.661074,0.353927,-0.273190,0.860254,0.969320,0.207190
0.356351,0.090620,0.503169,0.703265,-0.984506,1.814754,0.916040,0.291122
0.653055,0.450622,0.960252,0.170015,-0.863231,1.008796,0.965400,0.151090
0.515544,0.185815,0.876101,0.392321,-0.681367,0.246346,1.163080,0.217678
0.153105,0.100257,0.170232,0.026472,-0.587515,0.501263,0.971640,0.034768
0.330215,0.347212,0.677310,0.327383,-0.194881,0.125213,0.949400,0.055643
0.464162,0.111002,0.306060,0.361353,-0.668102,1.514412,0.858040,0.171646
0.310416,0.653653,0.522474,0.132174,-0.148550,0.571413,1.090360,0.176677
0.530790,0.442565,0.628503,0.592981,-0.447529,1.906371,0.930440,0.314370
0.055194,0.496048,0.448520,0.014938,-0.572467,1.346704,1.176600,0.188348
0.761955,0.732021,0.586626,0.725780,-0.830164,1.761854,0.842520,0.297977
0.048957,0.492019,0.192705,0.279904,-0.500791,1.324279,1.172280,0.348708
0.770073,0.340181,0.540987,0.690546,-0.623650,0.567771,1.282680,0.416527
0.144789,0.141812,0.301209,0.040218,-0.890158,1.616763,1.150920,0.180218
0.120533,0.537365,0.722157,0.015807,-0.591079,0.344671,0.690200,0.000778
0.325167,0.572599,0.908475,0.609571,-0.130135,1.279813,0.682840,0.140263
0.914910,0.092594,0.531681,0.143155,-0.521483,0.390096,0.615400,0.003322
0.667409,0.782660,0.194586,0.535864,-0.384170,0.539404,0.881800,0.152069
0.347442,0.439247,0.342392,0.278245,-0.892039,0.191913,1.252440,0.271059
0.359816,0.269713,0.340908,0.676247,-0.023512,0.541321,0.765080,0.106224
0.344571,0.249094,0.674736,0.749480,-0.109642,1.921321,0.798040,0.259450
0.317742,0.490518,0.405357,0.301313,-0.155380,0.495513,1.189400,0.279222
0.578805,0.303525,0.058362,0.660131,-0.776705,1.686529,1.170520,0.481579
0.640383,0.508925,0.714633,0.402828,-0.408523,0.302504,0.613080,0.013416
0.236562,0.075372,0.390705,0.207303,-0.032323,0.130771,1.263480,0.269831
0.619692,0.421156,0.826503,0.509478,-0.868378,0.674338,1.063240,0.244522
0.306159,0.721593,0.822147,0.160772,-0.752449,1.502529,0.858200,0.146897
0.091328,0.433875,0.691269,0.537285,-0.028660,0.917371,1.203720,0.402886
0.052719,0.086828,0.164886,0.710454,-0.197554,1.419921,0.672120,0.174711
0.049551,0.592507,0.962826,0.389319,-0.439312,0.760204,1.060680,0.226393
0.893625,0.749243,0.398624,0.187869,-0.138848,1.791754,0.964920,0.325125
0.549698,0.738341,0.456045,0.299417,-0.494653,0.248454,1.001480,0.112959
0.463767,0.228633,0.415158,0.194979,-0.889169,1.405354,0.988840,0.188748
0.404961,0.240641,0.945897,0.609966,-0.014305,0.955513,1.286440,0.469634
0.811257,0.502368,0.671270,0.475508,-0.759578,1.742113,1.304920,0.526221
0.018266,0.753825,0.315464,0.686754,-0.969754,0.111604,1.388360,0.404459
0.461292,0.571256,0.745125,0.530176,-0.762151,1.722754,0.686840,0.163561
0.453273,0.136281,0.187755,0.251700,-0.449707,1.395388,0.741320,0.088502
0.795912,0.153583,0.117068,0.632323,-0.155975,1.445029,1.104520,0.378677
0.953520,0.085642,0.183597,0.339391,-0.202703,1.989171,0.602440,0.057490
0.118751,0.535627,0.719286,0.268054,-0.968270,0.924463,1.033880,0.192248
0.441294,0.305105,0.038760,0.404408,-0.734036,0.664946,1.010040,0.206868
0.130335,0.651204,0.189339,0.735339,-0.503564,1.852321,0.967320,0.405774
0.852540,0.384421,0.011336,0.124195,-0.284377,0.953404,0.946200,0.145147
0.692457,0.349108,0.397041,0.631138,-0.547322,1.498696,0.669160,0.144935
0.018662,0.152714,0.635829,0.096624,-0.323384,1.153312,1.143640,0.198557
0.549995,0.472506,0.479508,0.485541,-0.219830,1.233046,1.178520,0.412088
0.854025,0.711876,0.115088,0.050646,-0.259726,1.427396,1.000600,0.267811
0.815712,0.414836,0.034502,0.369253,-0.297940,0.129429,1.028520,0.103511
0.896892,0.773417,0.034403,0.369174,-0.802148,1.283262,0.707800,0.149852
0.345561,0.122536,0.660876,0.460024,-0.578209,1.199696,0.786200,0.140680
0.863826,0.228317,0.478419,0.683199,-0.802741,0.334512,1.197640,0.304093
0.285666,0.113924,0.082121,0.503158,-0.113404,1.424713,1.009000,0.310891
0.664637,0.068104,0.558113,0.674904,-0.574744,0.548796,1.131400,0.296808
0.455253,0.443671,0.708792,0.726333,-0.253984,0.090137,0.625560,0.003055
0.435254,0.600802,0.224187,0.101837,-0.937183,1.668896,1.049480,0.272424
0.572864,0.249568,0.282596,0.655154,-0.799376,0.837829,0.933480,0.225130
0.039353,0.564699,0.337047,0.391926,-0.377140,0.201304,0.685000,0.010586
0.092220,0.628610,0.269727,0.518247,-0.797395,1.993004,0.808600,0.253823
0.752252,0.445014,0.283785,0.496838,-0.450697,0.355212,0.718040,0.043804
0.214287,0.796406,0.354966,0.087459,-0.276556,0.594796,1.217400,0.256292
0.963717,0.656418,0.113901,0.338838,-0.385654,1.175546,0.865320,0.206214
0.485151,0.252964,0.083408,0.557036,-0.707107,1.699754,1.324280,0.571227
0.522969,0.486726,0.038661,0.495653,-0.727402,0.913729,1.196200,0.395386
0.369420,0.276586,0.934809,0.248778,-0.470893,1.291888,1.254600,0.349814
0.201417,0.261102,0.374667,0.101996,-0.279428,0.226221,1.390680,0.391484
0.287052,0.117558,0.628998,0.261734,-0.918868,0.121571,1.355080,0.355879
0.174390,0.172069,0.206663,0.469346,-0.794227,0.367671,1.339160,0.400223
0.313683,0.319878,0.730869,0.513744,-0.317642,1.483363,1.102280,0.362686
0.103506,0.428187,0.639987,0.532309,-0.670378,0.186738,0.699880,0.019952
0.100437,0.465791,0.326652,0.259443,-0.968665,1.409954,1.024920,0.241692
0.245274,0.665740,0.143403,0.329911,-0.570488,0.796429,1.247640,0.376335
0.713543,0.115426,0.515939,0.793483,-0.421690,1.829321,1.390440,0.623484
0.393972,0.285908,0.371202,0.624265,-0.864121,1.466304,0.615480,0.122946
0.272498,0.231398,0.367143,0.317350,-0.463666,1.156379,1.241880,0.383603
0.085685,0.084142,0.373875,0.276270,-0.586823,1.051346,0.658600,0.056722
0.733442,0.648043,0.393873,0.243327,-0.601772,0.176963,1.213960,0.235454
0.562172,0.385290,0.506138,0.581210,-0.971537,0.323971,1.096440,0.222433
0.862044,0.417443,0.622266,0.499603,-0.095683,0.629871,1.336040,0.449576
0.981438,0.408121,0.568805,0.132648,-0.825611,0.174088,0.708520,0.002546
0.059153,0.531835,0.431096,0.316086,-0.073309,0.246154,0.849560,0.044375
0.624741,0.511216,0.038067,0.777051,-0.054499,0.434179,0.655080,0.059566
0.728988,0.730046,0.018465,0.778473,-0.594148,0.991738,1.362600,0.601453
0.465054,0.195848,0.874419,0.757222,-0.199435,0.464079,0.783880,0.107603
0.559302,0.478352,0.684339,0.342709,-0.453766,0.170446,1.152840,0.194219
0.420405,0.501657,0.027176,0.144182,-0.545539,1.225571,0.787400,0.096329
0.445848,0.250516,0.258045,0.579393,-0.441391,1.826446,0.669480,0.157257
0.495051,0.638248,0.404268,0.264499,-0.557914,1.846379,0.791640,0.194426
0.554451,0.587846,0.415256,0.699631,-0.837391,0.283338,1.191880,0.296336
0.047769,0.161720,0.311109,0.076400,-0.685723,0.243279,0.764520,0.002549
0.319623,0.320588,0.335265,0.754852,-0.887288,0.250562,1.151320,0.264174
0.079349,0.718196,0.551580,0.774760,-0.199237,1.340763,0.634760,0.157784
0.620088,0.151450,0.800565,0.662343,-0.674338,0.391629,1.132600,0.265020
0.377241,0.708953,0.786210,0.025366,-0.489406,1.557538,1.087880,0.240541
0.604149,0.043773,0.992031,0.724990,-0.945499,1.088337,1.113640,0.313869
0.243590,0.366962,0.805713,0.777920,-0.376843,1.137787,0.963640,0.302288
0.565143,0.506397,0.528215,0.351794,-0.938966,1.100221,0.961480,0.218357
0.097367,0.360879,0.468816,0.363881,-0.121126,0.315346,1.087640,0.186705
0.709682,0.322406,0.715523,0.733759,-0.836302,0.168721,1.229720,0.286684
0.078161,0.702712,0.010743,0.470452,-0.484951,0.540554,1.306440,0.414203
0.016584,0.360800,0.689883,0.538945,-0.793337,1.111337,0.662760,0.113142
0.392487,0.298943,0.344967,0.098283,-0.138748,0.212804,0.936600,0.031712
0.326750,0.384816,0.624938,0.212754,-0.609889,0.383388,0.885560,0.062720
0.453768,0.771442,0.733938,0.781554,-0.854123,0.496663,0.887560,0.173388
0.567024,0.605937,0.038463,0.107289,-0.815314,1.437554,1.398120,0.527206
0.752649,0.730915,0.808188,0.484435,-0.229036,0.557038,1.110360,0.276644
0.587616,0.792930,0.031434,0.044562,-0.444263,0.602654,1.027400,0.140139
0.403178,0.783529,0.311703,0.212201,-0.764033,0.083812,0.631320,0.000040
0.775517,0.199008,0.119543,0.793562,-0.553856,1.288246,0.658360,0.134899
0.337245,0.682488,0.107762,0.247356,-0.812345,1.597021,1.317480,0.507855
0.279527,0.156822,0.746808,0.348002,-0.728887,0.715354,1.378200,0.426368
0.118356,0.659657,0.155382,0.771363,-0.138451,0.982346,0.666840,0.140354
0.168450,0.621342,0.539205,0.558063,-0.090436,1.561754,1.315480,0.576470
0.758886,0.018888,0.662658,0.571967,-0.089545,1.599896,1.258840,0.450799
0.931839,0.517615,0.500000,0.573389,-0.963815,1.060546,1.133240,0.365713
0.405357,0.059810,0.464558,0.056255,-0.640481,1.668513,1.108760,0.158808
0.678399,0.241589,0.371994,0.212122,-0.472774,1.381587,0.727080,0.082687
0.532770,0.626556,0.247848,0.420129,-0.705325,1.017421,1.203960,0.399578
0.168846,0.272478,0.739977,0.040376,-0.222602,1.540863,1.352360,0.377234
0.403278,0.136677,0.377339,0.741185,-0.582466,0.903763,1.260120,0.465540
0.163203,0.308186,0.457530,0.253834,-0.186466,1.327346,0.752680,0.097443
0.379319,0.354480,0.794625,0.193478,-0.938767,1.875321,1.187400,0.302119
0.643352,0.636194,0.869270,0.262050,-0.792347,0.341604,1.280600,0.307045
0.361698,0.536496,0.210921,0.742370,-0.723739,1.248954,0.606120,0.129223
0.408723,0.272557,0.810762,0.257547,-0.197851,1.679437,1.047960,0.257945
0.787992,0.276427,0.850857,0.019756,-0.931145,1.497546,0.838840,0.083372
0.886596,0.501420,0.961044,0.582948,-0.896099,0.228329,0.948520,0.113715
0.837888,0.282353,0.434165,0.704134,-0.681566,1.235729,1.264440,0.483812
0.890258,0.584449,0.921741,0.086116,-0.474359,1.790987,0.947880,0.243211
0.224979,0.685253,0.843531,0.259916,-0.305365,1.681354,1.049080,0.282178
0.881348,0.055149,0.908673,0.604909,-0.982625,0.839746,0.736680,0.102426
0.864519,0.432848,0.018662,0.346027,-0.956191,0.223538,0.896280,0.062133
0.414662,0.075293,0.640284,0.715431,-0.158350,0.622971,1.385880,0.517555
0.483071,0.340813,0.551283,0.696787,-0.210425,0.129621,1.352200,0.379051
0.320217,0.248778,0.095288,0.754299,-0.743440,1.889121,0.720760,0.228680
0.787101,0.250910,0.117464,0.344368,-0.740965,1.043104,0.729400,0.088590
0.262005,0.079717,0.554451,0.594877,-0.222997,1.555046,1.135480,0.414072
0.252995,0.118348,0.839472,0.495100,-0.940550,1.069171,1.026600,0.245737
0.239829,0.437351,0.659193,0.689439,-0.228046,1.008221,1.146840,0.402010
0.378627,0.459234,0.611079,0.399747,-0.482179,1.531854,0.879080,0.216777
0.683349,0.378970,0.937779,0.528122,-0.101326,0.503754,0.940600,0.158856
0.489507,0.357166,0.879270,0.762673,-0.518215,1.769713,0.862200,0.271867
0.084003,0.478115,0.686319,0.102628,-0.557419,1.106546,1.032920,0.134336
0.662459,0.773259,0.170133,0.767097,-0.379021,0.618754,1.237720,0.431834
0.472578,0.310477,0.015791,0.619209,-0.891941,0.438971,1.395000,0.485504
0.112217,0.784161,0.721661,0.678775,-0.093604,1.871488,0.898280,0.332015
0.281409,0.718117,0.953520,0.242695,-0.871051,0.477879,1.395800,0.403978
0.959262,0.379128,0.592665,0.333940,-0.651370,0.421338,1.261720,0.319474
0.493467,0.503711,0.331800,0.768203,-0.572665,1.030263,1.318120,0.547262
0.856104,0.220970,0.465549,0.609018,-0.032126,0.939604,1.367720,0.525471
0.279429,0.015017,0.128949,0.539261,-0.124888,1.290163,0.636280,0.100773
0.969855,0.459076,0.144789,0.743871,-0.534154,1.470521,1.017480,0.372618
0.385854,0.194347,0.692952,0.210305,-0.697901,0.411754,1.342600,0.355187
0.182508,0.560275,0.319128,0.486884,-0.702751,1.305496,0.944680,0.266372
0.716811,0.547951,0.123702,0.613442,-0.385159,0.978896,0.698360,0.127467
0.711960,0.322485,0.566825,0.038085,-0.969259,0.698104,1.177000,0.199849
0.394962,0.743476,0.061332,0.030658,-0.222007,1.670621,1.109160,0.309423
0.225870,0.760935,0.680874,0.444856,-0.147856,0.876546,1.084600,0.296299
0.412187,0.261023,0.134097,0.502684,-0.104098,0.567388,0.982520,0.194380
0.049353,0.688808,0.267252,0.070001,-0.482575,0.985413,0.807720,0.037705
0.736710,0.642830,0.830661,0.782423,-0.896296,0.495704,0.905240,0.178316
0.297843,0.757064,0.632760,0.764648,-0.183298,0.971996,0.913160,0.268515
0.557223,0.729177,0.136374,0.170489,-0.688990,0.448362,0.742520,0.028399
0.777201,0.408357,0.840066,0.289226,-0.879764,1.029688,1.186680,0.307918
0.611475,0.447858,0.348234,0.737156,-0.746707,1.769521,1.269240,0.572497
0.109049,0.246803,0.787992,0.427476,-0.108058,1.877429,1.185800,0.425872
0.374568,0.645990,0.202308,0.165354,-0.154093,1.170371,0.848280,0.131661
0.937679,0.542500,0.776904,0.493598,-0.878675,1.630179,1.238040,0.468659
0.548313,0.681619,0.052422,0.277455,-0.295069,0.876738,1.043240,0.248048
0.561777,0.513033,0.147561,0.160377,-0.863626,1.984763,0.655800,0.111724
0.175776,0.510900,0.176469,0.506634,-0.668992,0.511613,1.205240,0.334732
0.441194,0.528675,0.763340,0.560828,-0.530293,0.635046,1.063960,0.260028
0.381795,0.015728,0.666123,0.692363,-0.471884,1.174588,0.787080,0.176615
0.869667,0.288436,0.246065,0.695918,-0.537025,0.112946,0.684760,0.009476
0.056282,0.213228,0.039453,0.187316,-0.777794,0.942288,0.800200,0.070929
0.403575,0.723805,0.100437,0.341445,-0.913918,0.801604,1.396360,0.502515
0.919662,0.230766,0.047075,0.774049,-0.084397,0.164313,1.209880,0.279359
0.409416,0.215597,0.735819,0.486489,-0.677210,1.842546,0.616920,0.110810
0.607515,0.075768,0.083607,0.163537,-0.593158,0.769788,0.933160,0.097887
0.110238,0.096149,0.700476,0.515798,-0.941441,1.326963,0.767080,0.159837
0.558113,0.046854,0.731364,0.414441,-0.823136,1.946621,0.674920,0.101064
0.841947,0.647016,0.407337,0.080824,-0.899860,1.758596,1.066040,0.331115
0.444759,0.362064,0.679092,0.118428,-0.700771,1.077029,1.359480,0.390463
0.363380,0.308502,0.248343,0.769467,-0.845015,1.536838,1.207640,0.516670
0.886398,0.147421,0.413079,0.344289,-0.596920,1.401329,1.098040,0.284943
0.036383,0.078532,0.277053,0.093068,-0.827986,0.159329,1.246120,0.246764
0.097070,0.738262,0.655332,0.219785,-0.444757,0.419612,1.290120,0.320501
0.119048,0.124985,0.871647,0.692047,-0.499405,1.109612,1.059800,0.332927
0.213296,0.520301,0.989951,0.706109,-0.978664,1.699946,1.059880,0.350139
0.991239,0.068263,0.360312,0.436087,-0.638500,0.770554,0.999800,0.192364
0.972330,0.459708,0.127662,0.161246,-0.399415,0.859871,0.866440,0.114629
0.420108,0.635009,0.213495,0.738815,-0.431987,0.527713,1.399080,0.527526
0.358134,0.047170,0.933818,0.242537,-0.201910,1.165771,1.329960,0.400248
0.844917,0.099705,0.699090,0.489254,-0.320512,1.786004,1.322680,0.482194
0.779181,0.449043,0.801060,0.276507,-0.055588,0.562021,1.115320,0.232010
0.858182,0.499998,0.163104,0.378891,-0.399514,1.963296,1.324040,0.589435
0.817395,0.772943,0.469311,0.537760,-0.322591,1.999713,0.767000,0.267577
0.488814,0.509794,0.095585,0.633350,-0.446144,1.734063,1.288840,0.596432
0.790368,0.153030,0.758588,0.245144,-0.295268,0.922354,0.973320,0.149293
0.880656,0.545976,0.579993,0.429845,-0.627611,1.960804,0.726360,0.193578
0.781755,0.157770,0.962133,0.234479,-0.762745,1.575363,1.303640,0.359387
0.547620,0.633034,0.734136,0.675141,-0.042025,1.503487,0.969480,0.347750
0.974607,0.048513,0.285467,0.107052,-0.675922,1.823762,1.213320,0.272543
0.738888,0.167487,0.230820,0.048276,-0.316948,0.860829,0.811880,0.029798
0.634047,0.516825,0.754134,0.378575,-0.977971,0.806396,0.636360,0.063395
0.453470,0.014306,0.067271,0.143234,-0.303385,1.891612,1.395560,0.457890
0.958866,0.272715,0.221811,0.225946,-0.584348,1.910588,0.957880,0.239677
0.034107,0.492572,0.242502,0.405039,-0.876595,1.143154,0.890520,0.196238
0.514058,0.084694,0.409416,0.100415,-0.326551,0.793746,1.321320,0.341130
0.426741,0.451413,0.491289,0.436877,-0.269725,1.420879,1.332200,0.528612
0.341402,0.646938,0.685131,0.231240,-0.132610,0.746404,1.349320,0.421836
0.992130,0.527332,0.459510,0.485304,-0.295565,1.653563,1.102920,0.413344
0.242898,0.105867,0.804525,0.610756,-0.600683,0.161438,0.789640,0.038165
0.054402,0.080112,0.530591,0.011461,-0.221611,1.541054,1.196440,0.204206
0.918375,0.668583,0.490100,0.686042,-0.618403,1.346129,0.793160,0.227103
0.437532,0.124747,0.457728,0.223814,-0.869270,0.119846,1.007320,0.068018
0.877488,0.184551,0.110039,0.256283,-0.298535,0.323012,0.890680,0.060420
0.523166,0.765438,0.594249,0.213702,-0.690773,0.932321,0.787800,0.105635
0.300911,0.154689,0.849371,0.463342,-0.501187,1.134529,1.091480,0.291043
0.247551,0.665108,0.225573,0.367910,-0.104395,1.988979,0.725880,0.185120
0.349521,0.142049,0.757995,0.514534,-0.066182,1.627304,0.701160,0.135024
0.515939,0.632086,0.430008,0.012172,-0.815215,0.853738,1.075080,0.168096
0.970052,0.449122,0.363380,0.603014,-0.928867,1.080671,1.358120,0.534373
0.290913,0.489175,0.628602,0.306606,-0.461093,0.787421,1.021400,0.200661
